v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,v129,v130,v131,v132,v133,v134,v135,v136,v137,v138,v139,v140,v141,v142
1950,1000394,10,2,1,1,1,4,4,3,2,2,2,2,1,3,3,4,,2,5,5,2,3,4,3,2,2,4,2,2,3,3,2,2,2,3,1,4,3,2,,3,3,3,1,2,2,2,1,1,1,3,2,,2,2,3,2,20,5,2,6,,69,139,1,,,,,,,,,,2,,,13,6,3,5,,,,,49,1,2,,,,,,,,1,,1,,1,12,1,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,1001099,10,1,4,4,4,4,4,4,4,4,4,4,1,2,3,1,2,4,5,5,2,2,2,2,2,2,2,2,2,2,3,2,3,3,4,1,2,2,,2,3,3,,3,,,2,1,1,1,1,1,1,2,1,2,2,77,2,2,7,,79,141,1,,,,,,,,,,2,,,10,9,3,5,,,,,49,1,,,,,,,,,1,,2,,2,18,2,4,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,1000842,10,1,1,1,1,4,4,3,1,1,1,1,1,1,3,4,1,2,5,5,2,4,4,4,2,2,2,2,4,4,2,2,1,3,2,2,4,5,,3,4,2,2,2,3,3,4,2,1,1,3,1,1,3,3,2,1,77,1,,7,,83,121,1,,,,,,,,,,2,,,16,8,4,3,,,,,49,5,,,,,8,,,,2,,4,,3,12,1,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,1002087,10,1,1,1,1,2,4,1,1,1,1,1,1,4,4,4,1,2,4,5,2,4,2,2,4,2,4,3,3,2,1,2,4,3,5,2,2,1,2,3,,3,3,1,3,1,1,1,1,1,,1,3,,2,5,2,42,1,1,6,,90,161,1,,,,,,,,,,1,,,16,7,2,7,,,,,49,5,,,,,5,,,,2,,3,,,3,1,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
1950,1000398,10,2,1,1,1,4,4,4,2,2,4,2,1,1,2,4,1,2,5,5,2,4,4,4,2,2,2,1,4,4,2,3,1,2,2,2,3,3,1,1,2,2,5,3,3,3,3,2,1,1,3,1,3,2,2,2,2,74,2,2,7,,90,161,1,,,,,,,,,,2,,,13,7,4,4,,,,,49,5,,,,,,,,,1,,5,,5,3,1,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,1002513,10,2,2,2,2,4,4,3,4,3,4,3,2,3,4,,1,2,5,5,2,2,3,2,3,2,2,1,3,4,2,2,2,2,4,2,3,4,,3,3,3,2,1,,2,1,2,1,1,2,1,2,2,3,3,2,66,1,,7,,1001,110,1,,,,,,,,,,1,,,10,6,,,,,,,49,5,4,,,,7,,,,2,,4,,2,11,2,2,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,1000604,10,1,3,3,3,4,4,3,4,4,4,4,1,3,4,3,1,4,5,3,2,2,2,2,4,1,2,2,2,4,,,1,2,5,2,3,3,2,4,3,3,2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,70,1,,7,,1002,193,1,,,,,,,,,,1,,,9,5,2,2,,,,,90,6,2,,,,7,,,,2,,3,,3,7,2,2,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,1001876,10,2,1,1,1,1,3,1,1,1,1,1,1,4,4,4,1,1,3,5,2,1,4,2,5,2,4,3,3,2,1,2,4,1,5,2,3,1,2,3,1,3,3,2,3,1,2,2,1,1,3,1,1,1,2,2,2,20,5,2,6,,1002,193,1,,,,,,,,,,2,,,13,6,2,7,,,,,92,6,4,,,,,,,,1,,2,,2,19,2,2,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,1001478,10,2,1,1,2,2,4,3,1,1,2,2,1,4,4,4,1,2,2,5,2,4,4,2,2,2,3,2,2,4,1,2,3,3,5,3,4,5,1,,3,,,1,2,2,2,2,1,1,2,3,3,2,4,3,2,42,1,,1,,1006,194,1,,,,,,,,,,2,,,10,5,4,4,,,,,49,5,,,,,1,,,,5,,8,,3,2,3,3,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,
1950,1000369,10,2,2,2,2,4,4,3,2,,3,,1,4,4,3,1,4,5,5,2,2,4,3,2,2,3,2,2,4,3,1,2,2,2,2,3,3,,1,,3,3,2,2,3,2,2,1,1,2,1,,1,,4,2,76,5,2,7,,1006,194,1,,,,,,,,,,1,,,9,4,7,96,,,,,49,6,2,,,,,,,,1,,,,2,3,1,1,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,1002333,10,2,,2,2,4,4,,2,2,2,1,1,2,2,2,1,3,5,5,2,3,,,2,,1,2,2,3,2,2,2,3,4,2,3,3,1,,4,3,,,,3,2,2,1,1,,2,,1,,3,2,69,1,,7,,1009,199,1,,,,,,,,,,2,,,10,7,4,4,,,,,92,5,4,,,,7,,,,2,,4,,1,3,1,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,1002012,10,2,1,1,1,3,4,2,1,1,4,4,2,4,4,4,1,3,4,5,2,2,2,2,3,2,3,2,4,4,1,2,3,1,4,2,3,2,1,,3,3,3,2,2,2,2,2,1,1,2,2,3,1,2,2,1,26,1,1,6,,1009,199,1,,,,,,,,,,2,,,13,7,2,2,,,,,49,6,,,,,6,,,,2,,5,,5,3,1,1,,,,,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,1000991,10,2,2,2,3,4,4,4,3,2,3,2,1,3,4,1,2,2,4,4,3,3,4,4,2,2,2,2,4,2,4,3,3,3,4,3,4,4,1,2,2,2,4,3,1,3,3,1,1,1,3,3,3,1,3,2,2,67,2,2,7,,100,201,2,,,,,,,,,,2,,,13,7,7,96,,,,,49,4,,,,,,,,,1,,3,,3,3,1,1,,,,,,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,1000854,10,2,1,1,1,4,4,3,2,2,2,2,1,1,3,3,1,2,5,5,2,2,4,2,2,2,2,2,2,4,2,2,3,3,3,3,3,4,2,2,3,3,3,1,3,2,1,1,1,1,2,1,1,1,2,2,1,79,1,,7,,101,202,2,,,,,,,,,,2,,,13,5,4,4,,,,,49,5,4,,,,7,,,,2,,7,,6,2,3,3,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,1000652,10,1,2,2,2,4,4,2,2,2,2,2,2,4,4,2,1,4,5,4,3,3,4,4,3,2,2,2,4,3,3,2,3,2,3,2,3,3,2,3,3,3,3,1,3,2,2,3,1,1,2,2,3,3,2,3,1,76,1,,7,,103,310,3,,,,,,,,,,2,,,9,5,2,2,,,,,49,5,,,,,7,,,,2,,4,,3,1,3,5,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,1002174,10,1,2,2,2,4,4,3,2,2,3,2,1,2,2,1,1,2,4,4,2,2,2,2,2,2,3,2,2,3,2,2,2,3,3,2,3,4,2,2,2,3,3,2,2,2,1,1,1,1,1,1,1,2,2,3,2,75,1,,7,,111,211,2,,,,,,,,,,2,,,9,4,3,8,,,,,49,5,4,,,,7,,,,2,,4,,2,2,3,5,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,1000536,10,1,1,2,2,4,4,4,1,1,1,1,3,3,,3,1,2,5,3,2,3,4,4,,2,2,1,4,4,2,2,1,2,2,2,3,3,1,1,3,3,3,1,3,3,3,2,1,1,2,3,4,4,4,1,1,72,1,,7,,111,211,2,,,,,,,,,,1,,,16,7,4,4,,,,,49,4,,,,,7,,,,2,,7,,5,3,1,1,,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,1001393,10,1,2,2,2,4,4,3,,,,,2,4,4,2,1,2,4,4,2,2,2,2,3,2,3,2,2,3,3,2,3,3,4,2,3,3,2,3,3,3,3,2,2,2,1,2,1,1,1,1,1,2,2,3,2,63,1,,7,,113,210,2,,,,,,,,,,1,,,10,4,2,2,,,,,49,6,2,,,,7,,,,2,,4,,3,9,2,4,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,1000429,10,1,1,2,3,4,4,3,1,1,4,3,3,3,4,4,1,2,5,5,3,2,1,1,4,1,4,1,2,5,2,2,2,3,4,3,3,3,1,2,3,3,3,1,1,1,2,1,1,1,2,2,2,2,3,2,1,77,1,,7,,113,210,2,,,,,,,,,,2,,,9,5,2,2,,,,,49,6,4,,,,8,,,,2,,5,,5,18,3,5,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,1000188,10,,4,4,3,4,4,3,2,2,2,2,1,1,2,2,,,3,,2,2,1,2,2,3,3,3,2,5,3,1,1,3,4,3,3,5,2,1,3,3,,,,,2,1,,1,,,1,1,3,3,2,75,5,2,7,,,331,3,,,,,,,,,,2,,,,9,3,5,,,,,49,1,,,,,,,,,1,,1,,1,11,2,4,,,,,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,1000255,10,2,1,1,1,3,4,2,1,1,2,2,1,2,4,3,1,2,3,5,2,4,2,2,2,2,2,2,4,4,1,2,2,2,3,3,3,3,1,3,3,3,3,1,2,3,1,1,1,1,3,3,2,3,3,3,2,31,1,,5,,201,110,1,,,,,,,,,,2,,,10,5,,,,,,,49,6,4,,,,5,,,,4,,7,,3,16,1,1,,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,
1950,1001016,10,1,1,1,1,3,4,1,2,1,2,2,1,2,2,1,,3,3,5,2,3,3,3,2,2,3,2,4,4,2,2,2,1,4,3,4,5,,3,3,3,3,1,3,2,2,1,1,2,3,2,2,4,4,3,2,21,5,2,6,,202,331,3,,,,,,,,,,2,,,13,6,,,,,,,49,5,,,,,,,,,4,,6,,1,11,3,3,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,1000970,10,2,1,1,1,4,4,3,2,2,2,2,1,2,3,4,1,3,5,4,2,1,2,2,3,2,4,2,2,2,2,2,2,2,5,2,3,4,1,3,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,3,1,64,5,2,7,,203,331,3,,,,,,,,,,1,,,9,4,2,2,,,,,49,5,4,,,,,,,,1,,3,,3,10,2,2,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,1001404,10,2,1,1,1,4,4,1,4,4,4,4,1,1,1,1,1,2,4,4,1,1,2,2,4,1,2,1,3,4,2,1,2,3,5,1,3,5,2,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,65,1,,7,,211,321,3,,,,,,,,,,1,,,9,3,2,2,,,,,49,5,2,,,,7,,,,2,,3,,3,18,3,5,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
1950,1002472,10,2,3,4,4,4,4,4,4,4,4,4,1,1,1,1,1,4,5,3,3,4,2,2,2,2,2,2,2,4,2,2,2,3,4,2,3,3,1,3,3,3,3,2,2,2,2,2,1,1,4,2,,2,2,3,2,60,1,,8,,290,390,3,,,,,,,,,,2,,,9,3,4,4,,,,,49,5,2,,,,7,,,,2,,5,,,1,3,5,,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,1000101,10,2,2,2,,4,4,,,,,3,1,1,2,1,1,2,4,,1,1,1,1,2,2,3,2,3,3,3,2,1,3,4,2,3,5,,3,1,3,1,1,1,1,2,1,1,1,2,2,1,2,2,4,2,69,1,,7,,290,390,3,,,,,,,,,,2,,,9,4,,,,,,,49,6,,,,,7,,,,2,,,,,2,3,3,,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,1000912,10,2,1,,,,,,1,,4,4,1,1,3,1,1,2,4,4,2,2,4,,1,2,2,2,3,4,2,1,2,3,3,2,4,4,1,2,3,2,3,2,2,2,1,1,1,1,2,3,4,1,4,2,2,70,1,,7,,290,390,3,,,,,,,,,,2,,,13,5,,,,,,,49,6,,,,,7,,,,2,,4,,2,3,1,1,,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,1000129,10,2,1,1,1,4,4,4,3,3,4,4,1,3,3,2,1,2,5,5,1,3,2,2,2,2,4,2,2,4,2,1,2,2,4,2,3,3,,3,,,3,1,1,2,1,1,1,1,2,1,1,1,2,2,2,67,5,2,7,,290,390,3,,,,,,,,,,2,,,10,5,2,2,,,,,49,5,2,,,,,,,,1,,3,,3,8,3,5,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,1002203,10,2,1,1,1,4,4,3,1,2,3,2,1,3,4,1,1,3,5,5,2,2,2,2,1,2,1,2,4,2,2,3,3,2,4,1,3,3,,2,2,1,2,3,3,3,2,1,1,1,1,1,1,3,2,2,2,72,1,,7,,290,390,3,,,,,,,,,,2,,,9,3,4,4,,,,,48,4,2,,,,7,,,,2,,3,,1,12,1,1,,,,,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,1002156,10,1,1,2,4,3,1,,1,,3,3,1,1,2,3,1,4,5,5,1,2,2,2,2,2,3,2,2,3,2,1,1,3,4,2,2,3,2,2,3,3,4,,,,2,2,1,1,2,2,3,3,3,3,2,74,5,2,7,,290,390,3,,,,,,,,,,1,,,10,5,4,4,,,,,49,5,4,,,,,,,,1,,1,,3,15,2,4,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,1001126,10,2,1,1,2,4,4,2,3,3,4,4,1,2,3,4,1,2,5,5,2,4,1,1,4,2,2,2,2,5,3,1,2,1,3,2,3,5,2,2,3,2,3,1,2,2,1,1,1,1,2,2,4,2,,2,1,19,5,2,6,,291,342,3,,,,,,,,,,2,,,10,6,4,3,,,,,49,6,4,,,,,,,,,,7,,1,11,2,4,,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
1950,1000532,10,2,2,,1,3,4,3,4,2,4,2,2,3,4,4,1,4,5,5,3,4,,2,2,3,2,3,2,1,3,2,2,2,4,3,3,4,,4,3,2,3,2,3,2,,1,1,2,2,1,2,2,2,2,2,51,5,2,10,,292,331,3,,,,,,,,,,2,,,13,8,,,,,,,49,4,4,,,,,,,,1,,2,,2,2,3,3,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,1000439,10,2,1,1,1,4,4,4,4,4,4,4,1,2,2,3,1,2,5,5,1,1,1,1,1,1,2,1,3,1,2,2,2,3,4,2,2,3,,3,3,3,2,2,3,2,2,1,1,1,2,2,1,1,2,2,2,33,3,2,5,,292,331,3,,,,,,,,,,2,,,10,5,2,7,,,,,49,6,2,,,,,,,,3,,6,,,2,3,5,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,
1950,1000734,10,2,2,2,2,4,4,4,1,1,4,4,2,2,4,2,1,2,5,5,,2,3,3,2,3,2,2,2,3,3,2,2,3,3,3,3,3,,,,3,,,,,1,1,1,1,2,2,2,2,2,2,2,76,5,2,7,,292,331,3,,,,,,,,,,2,,,,5,4,4,,,,,49,5,4,,,,,,,,2,,,,,3,1,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
1950,1000669,10,2,1,1,1,4,4,3,3,2,3,2,1,1,4,3,1,1,5,5,2,2,4,2,1,4,1,2,5,5,2,2,2,2,4,2,3,4,1,2,4,2,2,2,3,3,1,3,1,1,3,3,2,3,2,2,2,45,3,2,7,,292,331,3,,,,,,,,,,2,,,13,6,4,4,,,,,49,6,,,,,,,,,2,,2,,2,3,1,1,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
1950,1002159,10,2,1,2,2,4,4,2,4,4,4,4,1,3,3,3,1,2,5,5,3,4,,,,,,,,,3,2,3,3,4,2,3,4,1,2,4,3,2,,,,1,1,1,1,2,2,3,1,3,4,2,33,3,2,5,,292,331,3,,,,,,,,,,2,,,10,4,,,,,,,49,6,2,,,,,,,,4,,7,,3,15,3,5,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,
1950,1000459,10,2,3,4,4,4,4,4,4,4,4,4,1,1,3,3,1,4,4,5,1,2,2,2,2,2,2,2,2,4,2,2,2,2,4,2,4,4,2,2,3,2,4,2,2,2,1,1,1,1,2,3,3,2,2,3,1,79,1,,7,,298,431,4,,,,,,,,,,2,,,10,5,4,4,,,,,49,6,,,,,7,,,,3,,4,,4,1,2,4,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
1950,1001195,10,2,1,1,1,3,4,1,2,2,2,2,2,4,4,4,1,2,5,5,2,3,2,2,2,1,3,2,2,3,3,1,2,2,4,1,,3,2,3,2,3,3,1,2,2,1,2,1,1,2,1,,2,1,4,2,20,5,2,6,,299,390,3,,,,,,,,,,2,,,13,6,7,96,,,,,49,6,,,,,,,,,3,,5,,,5,2,4,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
1950,1001732,10,2,2,3,2,4,4,3,1,1,1,1,1,3,4,4,1,2,5,5,2,5,5,2,2,3,2,3,4,5,3,2,2,3,3,2,3,4,2,2,3,4,,1,3,2,4,2,1,1,4,3,3,2,,1,2,43,1,,8,,299,390,3,,,,,,,,,,2,,,16,6,4,4,,,,,49,5,,,,,1,,,,4,,,,1,9,3,5,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
1950,1000977,10,2,2,1,2,4,4,4,1,1,4,4,1,2,2,2,1,3,4,5,2,3,2,2,1,1,2,1,3,4,2,2,3,2,3,2,4,4,,1,3,3,3,3,1,2,4,1,1,1,2,1,2,1,2,4,2,68,1,,7,,299,390,3,,,,,,,,,,2,,,10,6,,,,,,,49,5,4,,,,7,,,,2,,,,1,11,2,2,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,1001777,10,1,,,,4,4,3,,,4,4,,,,,1,,4,5,,3,,,,,,1,,,2,2,,,,2,,2,2,2,,,,1,,3,1,1,1,1,,1,,1,2,2,2,79,1,,7,,299,390,3,,,,,,,,,,2,,,10,6,,,,,,,49,5,4,,,,7,,,,2,,5,,1,12,1,1,,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,1000145,10,1,2,3,2,4,4,2,4,4,3,3,1,1,1,1,1,2,4,5,1,2,2,2,1,1,3,2,2,1,3,2,2,3,2,2,3,3,2,1,3,3,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,75,2,2,7,,299,390,3,,,,,,,,,,1,,,13,7,4,3,,,,,49,5,4,,,,,,,,7,,8,,2,19,2,4,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,
1950,1002451,10,2,1,1,1,3,3,1,1,1,4,4,1,2,2,2,1,1,5,5,1,4,1,2,5,1,4,1,1,4,1,2,3,1,5,1,3,2,,3,2,2,4,2,2,3,1,1,1,1,1,1,1,1,1,2,2,22,5,2,6,,299,390,3,,,,,,,,,,2,,,13,6,2,7,,,,,49,,,,,,,,,,1,,1,,,19,2,2,,,,,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,1000921,10,1,3,3,4,4,4,3,3,3,4,3,1,2,2,1,1,3,4,4,3,3,3,3,2,2,2,2,3,4,2,2,3,3,3,2,,3,1,2,,3,,,3,2,2,2,1,1,2,,,,,2,2,70,2,2,7,,299,390,3,,,,,,,,,,2,,,9,3,4,4,,,,,49,,,,,,,,,,1,,3,,3,19,2,2,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,1000993,10,2,2,2,4,4,4,3,4,3,4,4,1,1,2,3,1,2,5,5,,,,,,,,,,,,,,,,,,,,,4,3,4,2,3,2,2,1,1,1,1,1,,1,3,2,1,23,5,2,6,,300,400,4,,,,,,,,,,2,,,,7,4,4,,,,,49,4,,,,,,,,,1,,1,,1,7,3,5,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,1000382,10,2,2,,,,4,,2,2,,,2,3,4,,1,2,,4,2,2,3,2,1,1,3,2,1,4,2,2,3,3,5,1,3,5,2,1,,2,,,,,,,1,1,,2,2,,,3,2,58,1,,8,,302,400,4,,,,,,,,,,2,,,9,3,4,3,,,,,49,6,2,,,,7,,,,2,,4,,2,7,2,2,,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,1001598,10,2,2,2,2,4,4,1,2,3,2,3,1,1,3,2,2,2,,4,2,3,3,2,2,2,2,1,4,4,4,2,1,4,5,2,4,4,2,1,,2,5,1,2,1,1,1,1,1,3,,4,4,4,3,2,54,1,,7,,331,422,4,,,,,,,,,,2,,,9,3,4,3,,,,,49,6,2,,,,1,,,,3,,8,,2,2,3,5,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
1950,1000267,10,1,2,1,2,4,4,3,4,2,4,3,1,3,4,4,1,1,4,4,2,4,2,2,2,2,,2,2,3,2,2,1,3,4,2,3,4,1,3,3,2,4,2,,2,1,1,1,1,2,1,1,1,1,3,2,58,3,2,7,,332,451,4,,,,,,,,,,2,,,,3,2,2,,,,,49,1,2,,,,,,,,1,,1,,1,2,3,3,,,,,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,1001545,10,2,1,1,1,4,4,1,4,1,4,1,4,4,4,4,1,1,5,3,2,1,2,2,1,2,1,1,1,5,2,2,2,1,5,1,3,3,1,3,,2,1,1,2,2,1,1,2,1,1,2,2,1,2,2,2,67,1,,7,,333,451,4,,,,,,,,,,2,,,9,4,7,96,,,,,49,6,,,,,7,,,,2,,5,,3,2,3,5,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,1000298,10,1,3,2,2,4,4,4,1,1,1,1,1,3,3,2,2,4,5,5,2,3,4,2,2,2,3,1,3,5,3,2,2,3,3,2,4,3,,1,3,3,3,2,2,2,2,1,1,1,3,2,2,2,2,2,2,71,1,,7,,333,451,4,,,,,,,,,,2,,,13,6,,,,,,,49,4,4,,,,7,,,,2,,5,,1,3,1,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
1950,1001846,10,2,1,1,4,4,4,4,1,1,4,4,1,1,3,3,1,1,5,5,3,5,5,5,1,5,1,5,5,3,1,4,1,5,3,5,4,5,1,1,4,1,5,3,3,3,4,4,1,1,4,1,4,4,3,1,1,19,5,2,10,,333,451,4,,,,,,,,,,2,,,13,7,4,3,,,,,49,6,,,,,,,,,3,,5,,,3,1,1,,,,,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
1950,1002396,10,1,1,1,1,4,4,1,1,1,1,1,1,1,2,1,1,3,5,5,2,2,4,1,,1,5,1,1,1,3,1,1,3,4,1,2,4,1,4,2,4,2,1,2,2,1,1,1,1,2,1,1,2,2,2,2,72,1,,7,,333,451,4,,,,,,,,,,2,,,9,5,2,2,,,,,49,5,4,,,,7,,,,2,,5,,2,3,1,1,,,,,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,1001838,10,2,1,1,1,4,4,2,1,1,2,2,2,4,4,1,1,2,5,4,1,1,4,2,3,,5,2,2,3,2,2,3,3,5,2,3,4,,4,3,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,57,1,,7,,333,451,4,,,,,,,,,,1,,,10,4,2,2,,,,,49,6,2,,,,7,,,,2,,5,,2,8,3,5,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,1000948,10,1,2,2,3,4,4,4,4,4,,,1,3,3,1,2,3,5,3,3,4,5,4,2,2,1,1,3,5,2,2,2,4,4,1,3,4,2,3,3,2,3,2,3,3,3,2,1,1,,2,3,2,2,3,2,68,1,,7,,333,451,4,,,,,,,,,,2,,,13,6,4,3,,,,,49,6,4,,,,7,,,,2,,6,,1,10,2,2,,,,,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,1001532,10,1,4,4,4,4,4,4,4,4,4,4,1,4,4,4,1,5,5,4,,,,,,,,,,,,,,,,,,,,,4,1,3,2,3,1,1,1,1,1,2,1,1,2,1,2,2,67,1,,7,,333,451,4,,,,,,,,,,1,,,9,3,4,3,,,,,49,5,4,,,,7,,,,2,,3,,2,12,1,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,1002218,10,2,1,2,4,3,3,4,4,2,1,2,2,3,2,1,1,2,3,3,3,5,4,2,2,1,1,1,3,5,1,2,2,4,5,3,5,4,1,2,2,3,1,1,2,2,1,2,2,3,2,3,4,1,4,2,1,20,5,2,6,,333,451,4,,,,,,,,,,2,,,13,7,4,4,,,,,49,5,4,,,,,,,,5,,9,,1,12,3,5,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
1950,1001380,10,2,1,1,1,3,4,2,1,1,1,1,1,3,4,4,1,2,5,5,2,2,4,4,2,2,3,3,3,2,2,1,3,1,3,1,2,3,2,3,3,3,2,2,,,2,1,1,1,2,1,1,1,2,2,2,39,3,2,7,,333,451,4,,,,,,,,,,2,,,13,6,7,96,,,,,49,4,,,,,,,,,2,,2,,2,16,1,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
1950,1000200,10,2,2,2,2,4,4,,2,2,4,4,,,,,1,3,4,4,2,4,1,1,5,1,3,2,2,4,2,1,2,2,4,2,2,3,2,3,,2,3,2,2,2,3,2,1,1,,2,2,2,2,3,2,24,1,1,7,,333,451,4,,,,,,,,,,2,,,10,5,2,2,,,,,49,6,,,,,5,,,,4,,4,,3,16,1,1,,,,,,,3,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,
1950,1000116,10,2,1,2,2,4,4,3,2,2,2,2,1,2,4,3,2,3,4,4,2,2,3,3,1,1,3,2,2,2,2,2,3,2,3,2,1,4,2,4,3,,,3,,3,1,2,1,1,2,1,1,2,1,3,2,27,1,,8,,333,451,4,,,,,,,,,,2,,,10,5,,,,,,,49,6,,,,,1,,,,5,,2,,1,17,3,5,,,,,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
1950,1001882,10,2,,2,,3,4,1,4,,4,4,1,,,2,1,,5,5,2,3,3,4,3,2,1,1,3,4,2,2,3,2,3,2,2,5,2,,4,,,,,,2,,1,1,2,1,,2,2,4,1,19,5,2,5,,333,451,4,,,,,,,,,,2,,,10,5,,,,,,,49,5,,,,,,,,,2,,3,,,18,3,5,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,
1950,1001033,10,2,1,,,4,4,3,4,2,3,,1,1,1,4,1,,5,4,2,2,2,2,2,2,3,3,2,4,2,2,2,3,5,3,3,5,2,,,3,,,,,2,2,1,2,,2,2,,2,3,1,18,5,2,6,,333,451,4,,,,,,,,,,2,,,10,6,3,6,,,,,49,4,,,,,,,,,6,,5,,1,19,2,4,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,
